feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Hydrogenoanaerobacterium	AgeC	AgeC	-0.00534565807016006	0.00424295720787976	101	1	0.212419745625982	0.750293277760797
CAG.352	Location	Urban	-0.132270011167775	0.114957820036734	101	8	0.252727039132598	0.750293277760797
Candidatus_Soleaferrea	AgeC	AgeC	0.0491321242894434	0.045103114209294	101	9	0.278707811885472	0.750293277760797
DTU089	UrbanAgeC	UrbanAgeC	-0.00732446166059206	0.00610907101785721	101	1	0.233468734898769	0.750293277760797
Fournierella	UrbanAgeC	UrbanAgeC	-0.00670920232429033	0.00612315592591009	101	1	0.275918811486575	0.750293277760797
Subdoligranulum	UrbanAgeC	UrbanAgeC	0.0886432485988188	0.0703381253133228	101	17	0.210604459748516	0.750293277760797
Paraclostridium	UrbanAgeC	UrbanAgeC	-0.0191790524512808	0.0152490322302363	101	2	0.211511561352954	0.750293277760797
Finegoldia	Location	Urban	-0.253510735382556	0.22608596721726	101	37	0.264948341336061	0.750293277760797
Gallicola	UrbanAgeC	UrbanAgeC	0.0070698903381271	0.00611482199882184	101	1	0.250443545730059	0.750293277760797
Peptoniphilus	AgeC	AgeC	-0.0520889906700098	0.0474148867100178	101	11	0.274671166107685	0.750293277760797
Phascolarctobacterium	AgeC	AgeC	0.0108221572578785	0.00929993711573346	101	2	0.24900091775446	0.750293277760797
Mitsuokella	UrbanAgeC	UrbanAgeC	-0.135361308802409	0.11211500289014	101	16	0.23229179109644	0.750293277760797
Allisonella	AgeC	AgeC	-0.409775457405656	0.310944670410829	101	30	0.213816762706341	0.750293277760797
Veillonella	Location	Urban	0.46564813258455	0.409618977181927	101	81	0.258450075477012	0.750293277760797
Veillonellaceae	AgeC	AgeC	0.0299700311430416	0.024527647505005	101	4	0.224711199060846	0.750293277760797
Cetobacterium	AgeC	AgeC	0.00458299111492042	0.00426079437796202	101	1	0.286262205452883	0.750293277760797
Sneathia	Location	Urban	-0.0859068642786106	0.077560723734332	101	7	0.270770228557298	0.750293277760797
Haliangium	UrbanAgeC	UrbanAgeC	0.0199025390747668	0.0158296299688767	101	2	0.213194506614755	0.750293277760797
Phaselicystis	UrbanAgeC	UrbanAgeC	0.0069685734803215	0.00611720821499682	101	1	0.257435423523039	0.750293277760797
Sorangium	AgeC	AgeC	-0.00522896365448532	0.00425359551501909	101	1	0.223579165931163	0.750293277760797
Acetobacter	Location	Urban	-0.167373046295359	0.153340288479797	101	10	0.2777769487143	0.750293277760797
Acetobacter	AgeC	AgeC	-0.187430797011385	0.146841175275004	101	10	0.216332444070361	0.750293277760797
Gluconobacter	AgeC	AgeC	0.00459844665588193	0.00425448299475802	101	1	0.28395975277171	0.750293277760797
Brevundimonas	UrbanAgeC	UrbanAgeC	-0.021490043280308	0.0191458994111989	101	3	0.267188477549967	0.750293277760797
Phenylobacterium	AgeC	AgeC	-0.00522896365433109	0.0042535955151294	101	1	0.223579379054618	0.750293277760797
Microvirga	AgeC	AgeC	0.00459194941427609	0.00425686664629626	101	1	0.284897266008935	0.750293277760797
Devosia	Location	Urban	-0.0299063633783413	0.0250078483609552	101	2	0.234834774672426	0.750293277760797
Phyllobacterium	Location	Urban	-0.13128451437262	0.116481456697541	101	21	0.262512980182459	0.750293277760797
Sphingomonas	UrbanAgeC	UrbanAgeC	0.0297469416657207	0.024482051024021	101	3	0.227327795848266	0.750293277760797
Comamonas	AgeC	AgeC	0.0698568132962731	0.0568818387600302	101	5	0.222379624754444	0.750293277760797
Janthinobacterium	AgeC	AgeC	0.00458300270943209	0.0042607873200914	101	1	0.286259778169733	0.750293277760797
C39	UrbanAgeC	UrbanAgeC	-0.00670920232431672	0.00612315592591009	101	1	0.275918811484702	0.750293277760797
Parasutterella	Location	Urban	0.115079361970086	0.0970191691717287	101	4	0.238484699893253	0.750293277760797
Sutterella	Location	Urban	0.332112949468947	0.308522675359721	101	81	0.284417714853675	0.750293277760797
Klebsiella	UrbanAgeC	UrbanAgeC	0.201870851160508	0.166129311844914	101	70	0.229936139196413	0.750293277760797
Plesiomonas	AgeC	AgeC	0.0045984466560074	0.00425448299469729	101	1	0.283959752710148	0.750293277760797
Morganella	Location	Urban	0.152779030818287	0.131591474632724	101	10	0.248591383870323	0.750293277760797
Pseudohongiella	AgeC	AgeC	-0.00522896365433109	0.0042535955151294	101	1	0.223579379054618	0.750293277760797
Aggregatibacter	AgeC	AgeC	0.0272652053901086	0.0235587119685255	101	3	0.251609416671781	0.750293277760797
Pseudomonas	AgeC	AgeC	0.0380870078323637	0.0325348111745199	101	4	0.246223255233143	0.750293277760797
Cloacibacillus	UrbanAgeC	UrbanAgeC	0.00702731128150857	0.00611629770247006	101	1	0.253402468935052	0.750293277760797
Victivallaceae	UrbanAgeC	UrbanAgeC	0.00747515776939869	0.00610492276087663	101	1	0.223748904070715	0.750293277760797
Victivallis	Location	Urban	-0.03034831330716	0.0250894970720612	101	3	0.22937132283125	0.750293277760797
Akkermansia	UrbanAgeC	UrbanAgeC	0.127747391037106	0.101082005803885	101	11	0.20933077236213	0.750293277760797
Paeniclostridium	Location	Urban	0.0978037729342715	0.0917375116173027	101	4	0.289038511366429	0.754827191554055
Senegalimassilia	Location	Urban	-0.174965892455723	0.164842897026166	101	31	0.291160906360038	0.754938635776385
Streptococcus	Location	Urban	0.285968861204462	0.268891879156056	101	100	0.290264414717013	0.754938635776385
Victivallis	UrbanAgeC	UrbanAgeC	0.0150604829538107	0.0142560788824971	101	3	0.293397945236632	0.758031701928096
Abiotrophia	AgeC	AgeC	0.0243041070573343	0.0146907496925996	101	2	0.296303521555942	0.758691932393807
X.Eubacterium._ruminantium_group	UrbanAgeC	UrbanAgeC	-0.0737666440901837	0.0703214785646688	101	9	0.296788579614106	0.758691932393807
Peptoniphilus	Location	Urban	-0.126525181587861	0.120523869155294	101	11	0.296421540825754	0.758691932393807
Intestinibacter	UrbanAgeC	UrbanAgeC	-0.18961619837928	0.181279611058097	101	53	0.298166371139759	0.75953959806128
X.Ruminococcus._gnavus_group	UrbanAgeC	UrbanAgeC	0.199964472911115	0.191124895132991	101	64	0.299579161038842	0.760470178021676
Hungatella	AgeC	AgeC	0.0583820242493105	0.0566818769671802	101	10	0.305574009144802	0.77298512417814
Sneathia	UrbanAgeC	UrbanAgeC	0.045265408934382	0.0440707038712479	101	7	0.306923715624645	0.773703533137127
Lachnospira	Location	Urban	0.221439160025439	0.218697187207369	101	19	0.313800048783565	0.786532823167265
Ruminococcus	UrbanAgeC	UrbanAgeC	-0.174047866447075	0.172028363053855	101	21	0.314179777849183	0.786532823167265
Actinomyces	AgeC	AgeC	0.201491633073068	0.199315103531374	101	34	0.32472213029345	0.795204427803327
Rhodococcus	UrbanAgeC	UrbanAgeC	0.00606201959518842	0.00612781219388984	101	1	0.326243781826966	0.795204427803327
Domibacillus	UrbanAgeC	UrbanAgeC	-0.00961479527451726	0.00967653515960546	101	2	0.32640622518649	0.795204427803327
Clostridium_sensu_stricto_18	Location	Urban	-0.0285575182176837	0.0288559462088107	101	2	0.324803591060509	0.795204427803327
X.Eubacterium._hallii_group	UrbanAgeC	UrbanAgeC	-0.147758956167185	0.148453351635071	101	32	0.323677088644244	0.795204427803327
Flavonifractor	Location	Urban	-0.305702385821654	0.309587770605688	101	59	0.325985573257843	0.795204427803327
Mogibacterium	AgeC	AgeC	0.0712064034835793	0.0712679979146599	101	13	0.320214897883538	0.795204427803327
Lautropia	AgeC	AgeC	0.0215977895172463	0.0190879014120213	101	2	0.319398795943519	0.795204427803327
Solirubrobacter	UrbanAgeC	UrbanAgeC	-0.00729914841982535	0.00738010935803986	101	2	0.32885238188892	0.797158813189623
Holdemanella	UrbanAgeC	UrbanAgeC	-0.0557224130501307	0.0570467398995838	101	11	0.332500167086396	0.797158813189623
Ezakiella	Location	Urban	-0.0485574522604421	0.0497360685062949	101	5	0.331366128166447	0.797158813189623
Brachyspira	AgeC	AgeC	0.00830857697994627	0.00849613042564517	101	3	0.332698512942777	0.797158813189623
Pyramidobacter	UrbanAgeC	UrbanAgeC	0.00602521347504107	0.00613568539273929	101	1	0.329797811284701	0.797158813189623
Anaeroplasma	Location	Urban	-0.0251858212291449	0.0261099124759168	101	3	0.337140078787239	0.805143740787946
Anaerobiospirillum	UrbanAgeC	UrbanAgeC	-0.0263651853866034	0.0275158081866002	101	2	0.340352586889247	0.810150747808503
Stomatobaculum	UrbanAgeC	UrbanAgeC	-0.00584710030659227	0.00612007795915803	101	1	0.342982568289559	0.813742956137974
X.Eubacterium._nodatum_group	Location	Urban	0.0424157387659776	0.0449297283116417	101	5	0.347508861845004	0.819823646612568
Acetobacter	UrbanAgeC	UrbanAgeC	-0.0821507813491109	0.0870721201413505	101	10	0.34780397129018	0.819823646612568
Clostridium_sensu_stricto_6	UrbanAgeC	UrbanAgeC	-0.0057038294118801	0.00613393767663097	101	1	0.355926565179718	0.831237894729106
X.Eubacterium._coprostanoligenes_group	UrbanAgeC	UrbanAgeC	-0.178412462065349	0.19211713932906	101	35	0.355367923868717	0.831237894729106
Aeromonas	UrbanAgeC	UrbanAgeC	-0.00569603374621785	0.00614418128747569	101	1	0.356195586154111	0.831237894729106
Synergistes	UrbanAgeC	UrbanAgeC	-0.00569654378687601	0.00614307267639355	101	1	0.3572262026935	0.831237894729106
Rikenellaceae_RC9_gut_group	Location	Urban	-0.313616383995464	0.343680704129016	101	36	0.363756140915874	0.833081887397239
Bilophila	AgeC	AgeC	0.0465715454479034	0.0459525226581497	101	3	0.361366061334095	0.833081887397239
Lysinibacillus	UrbanAgeC	UrbanAgeC	-0.0191713964880384	0.0209261952841998	101	2	0.363058188799075	0.833081887397239
Clostridium_sensu_stricto_1	Location	Urban	0.359627164765179	0.392217793466234	101	73	0.361589655840033	0.833081887397239
Akkermansia	Location	Urban	-0.16255832494185	0.177895809188157	101	11	0.363096193361855	0.833081887397239
Bilophila	Location	Urban	-0.0476091712913525	0.0528301149527219	101	3	0.369748007544788	0.842194514667585
Elusimicrobium	AgeC	AgeC	-0.0424526268623029	0.0475497004873117	101	7	0.374171034898644	0.842194514667585
Lactobacillus	UrbanAgeC	UrbanAgeC	-0.111175168522302	0.128531924814441	101	27	0.389216201946972	0.842194514667585
Eubacterium	Location	Urban	-0.173542983961183	0.197583278322333	101	29	0.38199744548992	0.842194514667585
Defluviitaleaceae_UCG.011	AgeC	AgeC	0.031811094356783	0.0368919132731194	101	8	0.390661208171862	0.842194514667585
Defluviitaleaceae_UCG.011	UrbanAgeC	UrbanAgeC	-0.0469821982782868	0.0532841032331784	101	8	0.380102475522076	0.842194514667585
X.Eubacterium._ruminantium_group	AgeC	AgeC	0.0424346402122766	0.0486879525229562	101	9	0.385598677259722	0.842194514667585
Anaerostipes	Location	Urban	0.199396746847598	0.231370736432924	101	41	0.390936021271317	0.842194514667585
Lachnospiraceae_ND3007_group	UrbanAgeC	UrbanAgeC	-0.0615845795322405	0.0694492281725008	101	15	0.37740311639552	0.842194514667585
Lachnospiraceae_NK3A20_group	Location	Urban	-0.0211334083003096	0.0235763811927741	101	2	0.372894621977937	0.842194514667585
Moryella	AgeC	AgeC	0.0163391816885579	0.0185988106203762	101	6	0.381839712803972	0.842194514667585
NK4A214_group	UrbanAgeC	UrbanAgeC	-0.142484232929429	0.162960343586755	101	21	0.384087835619188	0.842194514667585
Hydrogenoanaerobacterium	UrbanAgeC	UrbanAgeC	0.00547240555994588	0.00612910188989745	101	1	0.375275564675447	0.842194514667585
Incertae_Sedis	Location	Urban	0.0508178984264645	0.0589424239977449	101	8	0.390744889844861	0.842194514667585
Phocea	UrbanAgeC	UrbanAgeC	-0.0147836321674772	0.0163350639632638	101	3	0.377152803126569	0.842194514667585
Sorangium	UrbanAgeC	UrbanAgeC	0.00535294434820111	0.0061438947577045	101	1	0.386855557280458	0.842194514667585
Phenylobacterium	UrbanAgeC	UrbanAgeC	0.00535294434801053	0.00614389475785784	101	1	0.386855555868137	0.842194514667585
Citrobacter	Location	Urban	0.059495634640169	0.0679617329590031	101	4	0.383503436047889	0.842194514667585
Pseudohongiella	UrbanAgeC	UrbanAgeC	0.00535294434801053	0.00614389475785784	101	1	0.386855555868137	0.842194514667585
Haemophilus	AgeC	AgeC	-0.220024835486864	0.251556630592867	101	34	0.38879246635721	0.842194514667585
Methanobrevibacter	AgeC	AgeC	-0.0181901291445686	0.0213055745805889	101	4	0.395334168211415	0.844437176083282
Gardnerella	AgeC	AgeC	0.00901330556835542	0.00898338820484662	101	1	0.395116374587889	0.844437176083282
Subdoligranulum	Location	Urban	-0.105223913011031	0.123789171177197	101	17	0.397404321052546	0.844437176083282
Clostridioides	AgeC	AgeC	-0.108140463363545	0.126332359987008	101	17	0.395530340042943	0.844437176083282
Terrisporobacter	Location	Urban	0.106088276272196	0.125218695139426	101	14	0.398955855918135	0.844437176083282
Actinobacillus	AgeC	AgeC	0.0395342850763402	0.0466224885054742	101	9	0.398544488611119	0.844437176083282
Eisenbergiella	AgeC	AgeC	0.0271993672931346	0.0322802674055797	101	5	0.401524779850876	0.845845289637918
Anaerovibrio	Location	Urban	0.177669898892506	0.211050843320847	101	10	0.40195127400149	0.845845289637918
Atopobium	AgeC	AgeC	0.245098870443699	0.287161222654416	101	54	0.416138841082962	0.848258401073434
Libanicoccus	AgeC	AgeC	-0.062566266781979	0.0755914261470988	101	42	0.409877792109564	0.848258401073434
Solirubrobacter	Location	Urban	-0.0212473779964352	0.0262112956467024	101	2	0.420274148055597	0.848258401073434
Solirubrobacter	AgeC	AgeC	-0.0313742888687898	0.0319248167691855	101	2	0.414346237149162	0.848258401073434
Bacteroides	UrbanAgeC	UrbanAgeC	0.0230441414597416	0.0299999747017101	101	7	0.444290192306494	0.848258401073434
Alistipes	AgeC	AgeC	0.655991880393166	0.202691863540815	101	37	0.416771399911816	0.848258401073434
Rikenellaceae_RC9_gut_group	UrbanAgeC	UrbanAgeC	-0.155338952037654	0.195282480728418	101	36	0.428289550620795	0.848258401073434
Dyadobacter	UrbanAgeC	UrbanAgeC	-0.00469163654371224	0.00615433868605301	101	1	0.448665600296109	0.848258401073434
Pedobacter	UrbanAgeC	UrbanAgeC	-0.00469163654384165	0.00615433868594036	101	1	0.448665600567767	0.848258401073434
Desulfovibrio	UrbanAgeC	UrbanAgeC	-0.112146272843273	0.145907950496086	101	31	0.445137101074071	0.848258401073434
Elusimicrobium	UrbanAgeC	UrbanAgeC	0.0544087016987621	0.0686774668127262	101	7	0.430156852927966	0.848258401073434
Izemoplasmatales	AgeC	AgeC	-0.0402801494359546	0.0517109402942391	101	8	0.43790636921542	0.848258401073434
Lactobacillus	Location	Urban	-0.176274661224739	0.226352837630149	101	27	0.438034888012505	0.848258401073434
Ammoniphilus	UrbanAgeC	UrbanAgeC	-0.00470082619874228	0.00614889017627511	101	1	0.447384737510673	0.848258401073434
Gemella	UrbanAgeC	UrbanAgeC	0.104015391819912	0.133130591931464	101	62	0.437879646307342	0.848258401073434
Clostridium_sensu_stricto_18	UrbanAgeC	UrbanAgeC	0.0126416866272065	0.0163962093062605	101	2	0.442573407178552	0.848258401073434
Sarcina	UrbanAgeC	UrbanAgeC	-0.0443477966112805	0.0533676391028183	101	4	0.409094130927814	0.848258401073434
Eubacterium	UrbanAgeC	UrbanAgeC	-0.0864956452407444	0.106214446902203	101	29	0.418703986267198	0.848258401073434
Coprococcus	UrbanAgeC	UrbanAgeC	-0.120530767505269	0.152553600762729	101	22	0.43271971277146	0.848258401073434
Lachnospiraceae_UCG.001	Location	Urban	0.0637409690863784	0.080384371865494	101	6	0.429740900974071	0.848258401073434
Marvinbryantia	UrbanAgeC	UrbanAgeC	-0.00470082593232215	0.00614889036632442	101	1	0.447384784503191	0.848258401073434
Robinsoniella	UrbanAgeC	UrbanAgeC	0.0050281877028306	0.00615012006828462	101	1	0.416642879872873	0.848258401073434
Monoglobus	UrbanAgeC	UrbanAgeC	-0.103306503787771	0.127230977931009	101	23	0.418802535016437	0.848258401073434
Intestinimonas	UrbanAgeC	UrbanAgeC	-0.0669184472001948	0.0865959719972853	101	11	0.441539651662861	0.848258401073434
UCG.002	AgeC	AgeC	0.120640499817335	0.151472601741809	101	44	0.427714972039416	0.848258401073434
X.Eubacterium._brachy_group	UrbanAgeC	UrbanAgeC	-0.0134124849999605	0.0158508137816486	101	3	0.40592479783658	0.848258401073434
Family_XIII_AD3011_group	Location	Urban	-0.157687767742586	0.202011185991272	101	18	0.436944878562739	0.848258401073434
Romboutsia	Location	Urban	0.140625441809668	0.177634709550146	101	18	0.430592094310717	0.848258401073434
Acidaminococcus	UrbanAgeC	UrbanAgeC	0.0262986777907657	0.0334915533000687	101	10	0.435323928580058	0.848258401073434
Megasphaera	Location	Urban	0.36080205844973	0.444094760641855	101	72	0.418593887090449	0.848258401073434
Cetobacterium	UrbanAgeC	UrbanAgeC	-0.00469165549483827	0.00615432275679725	101	1	0.448661572612505	0.848258401073434
Gluconobacter	UrbanAgeC	UrbanAgeC	-0.00470747749228713	0.0061455927711625	101	1	0.446505305983639	0.848258401073434
Microvirga	UrbanAgeC	UrbanAgeC	-0.00470082619874228	0.00614889017627511	101	1	0.447384737510673	0.848258401073434
Phyllobacterium	AgeC	AgeC	-0.0906607844952178	0.104650955727875	101	21	0.414986468850691	0.848258401073434
Janthinobacterium	UrbanAgeC	UrbanAgeC	-0.00469166750289657	0.00615431266256686	101	1	0.44865902443548	0.848258401073434
Klebsiella	Location	Urban	-0.253950175556815	0.331978782569372	101	70	0.446172906969403	0.848258401073434
Plesiomonas	UrbanAgeC	UrbanAgeC	-0.00470747749241578	0.00614559277107853	101	1	0.446505305939093	0.848258401073434
Acinetobacter	AgeC	AgeC	-0.0625698581621732	0.0764812074916492	101	19	0.415300919028042	0.848258401073434
Treponema	AgeC	AgeC	0.0262572027753909	0.0338223836881119	101	4	0.439445286520612	0.848258401073434
Oribacterium	AgeC	AgeC	0.0214977340522817	0.0284906220359075	101	5	0.452344211759321	0.851919916182873
Oxalobacter	UrbanAgeC	UrbanAgeC	0.0166018792125959	0.0220317745437971	101	2	0.452949156538001	0.851919916182873
Solobacterium	Location	Urban	0.0756330811212959	0.101311655999005	101	9	0.457147608483618	0.855857968116514
Devosia	AgeC	AgeC	-0.00735926702451671	0.00983086676543414	101	2	0.457400677175217	0.855857968116514
Lawsonia	UrbanAgeC	UrbanAgeC	0.0044283577405029	0.00613270317689492	101	1	0.471994987349751	0.869162958011198
X.Ruminococcus._gauvreauii_group	AgeC	AgeC	-0.0795539250764314	0.10822027438641	101	14	0.47071571059095	0.869162958011198
Dorea	UrbanAgeC	UrbanAgeC	-0.129565926099097	0.17807681840928	101	57	0.468638777673641	0.869162958011198
Oribacterium	Location	Urban	0.0523396744873124	0.0724202933017483	101	5	0.471590209694046	0.869162958011198
Oribacterium	UrbanAgeC	UrbanAgeC	-0.0300389865292105	0.0411498648633356	101	5	0.46715564330663	0.869162958011198
Flavonifractor	AgeC	AgeC	0.32703132128946	0.230482119457425	101	59	0.468092475673258	0.869162958011198
Faecalibacterium	UrbanAgeC	UrbanAgeC	0.0477532497157381	0.066269185274182	101	20	0.472891692030886	0.869162958011198
Bacillus	UrbanAgeC	UrbanAgeC	-0.0724395066897452	0.101132026860471	101	14	0.475553311863106	0.870342504696533
X.Eubacterium._xylanophilum_group	UrbanAgeC	UrbanAgeC	-0.0229428665481455	0.0320591022981211	101	4	0.475931094166011	0.870342504696533
Sporosarcina	Location	Urban	0.00750536844625411	0.0105961532154199	101	1	0.480466669242211	0.876429150426748
vadinBE97	Location	Urban	-0.100134092963242	0.141881740230303	101	9	0.48203054358976	0.877078131945277
Asteroleplasma	Location	Urban	-0.0546835491793843	0.0777364187633159	101	4	0.483461532193453	0.877482680931116
Eisenbergiella	UrbanAgeC	UrbanAgeC	0.0326263151683226	0.0466233639903621	101	5	0.485736661299699	0.879413506492721
Lachnospiraceae_NK4B4_group	Location	Urban	-0.0309969386072157	0.0445070452989839	101	2	0.487812524756639	0.880974858142587
Faecalibacterium	Location	Urban	-0.0807113916830774	0.116628179712451	101	20	0.490565329240368	0.881560467892345
Escherichia.Shigella	Location	Urban	0.158975978636639	0.229224057219539	101	100	0.489643743358721	0.881560467892345
Lautropia	Location	Urban	-0.0151742589036575	0.0221374546092035	101	2	0.494705891948109	0.886792318268335
Citrobacter	UrbanAgeC	UrbanAgeC	-0.0263944032281931	0.0386164705389266	101	4	0.495919671097719	0.886792318268335
Bifidobacterium	AgeC	AgeC	-0.0526912270945537	0.0776966095888456	101	101	0.499280828598866	0.888426180300923
Paeniclostridium	UrbanAgeC	UrbanAgeC	-0.03539346729516	0.0520931493207497	101	4	0.498502582056326	0.888426180300923
Gardnerella	UrbanAgeC	UrbanAgeC	-0.00412144403983233	0.00613022750004997	101	1	0.502998118415922	0.892852405794521
Roseburia	Location	Urban	0.2566634310454	0.382868807820639	101	42	0.504308084876921	0.892994316147915
Actinomyces	UrbanAgeC	UrbanAgeC	0.0778194054865985	0.118528050917922	101	34	0.513042060301395	0.899295322726202
UCG.010	UrbanAgeC	UrbanAgeC	-0.0876255225139529	0.134228530294812	101	14	0.515423980938247	0.899295322726202
Dialister	AgeC	AgeC	0.367239423353463	0.449866460497113	101	78	0.516537396111331	0.899295322726202
Sneathia	AgeC	AgeC	-0.019871030268008	0.0305129013429851	101	7	0.516435491062732	0.899295322726202
Saccharimonadaceae	UrbanAgeC	UrbanAgeC	0.00403455164572498	0.00615638970184544	101	1	0.514616876160129	0.899295322726202
Saccharimonadales	UrbanAgeC	UrbanAgeC	0.00403455164501515	0.0061563897021489	101	1	0.514616875468476	0.899295322726202
Actinobacillus	UrbanAgeC	UrbanAgeC	0.0442543380260547	0.0673382665767962	101	9	0.512612236133251	0.899295322726202
Bifidobacterium	Location	Urban	0.126229467897682	0.197496960504548	101	101	0.524234178259721	0.903919045849117
Abiotrophia	UrbanAgeC	UrbanAgeC	-0.00689622810743561	0.0108220834861027	101	2	0.525487522516851	0.903919045849117
Clostridia_vadinBB60_group	UrbanAgeC	UrbanAgeC	-0.104748756553931	0.163880046061507	101	22	0.524212764648935	0.903919045849117
Anaerofustis	AgeC	AgeC	0.00754351151119499	0.0119079792941093	101	2	0.527908643856785	0.903919045849117
Papillibacter	AgeC	AgeC	-0.0115410511702479	0.0155331389153014	101	2	0.520725781936073	0.903919045849117
Murdochiella	UrbanAgeC	UrbanAgeC	0.036387290464401	0.0569360154754366	101	6	0.52427010378558	0.903919045849117
Leptotrichia	AgeC	AgeC	0.0107873816610435	0.017024250800574	101	2	0.527801913071613	0.903919045849117
Eggerthella	UrbanAgeC	UrbanAgeC	0.083494350643803	0.137917064110006	101	42	0.546344863944319	0.908819148026194
Izemoplasmatales	UrbanAgeC	UrbanAgeC	0.0450785115150772	0.0746876709951123	101	8	0.547544857026171	0.908819148026194
RF39	Location	Urban	-0.0897567319816432	0.147563060134348	101	9	0.544436593639698	0.908819148026194
RF39	AgeC	AgeC	0.0355018947246521	0.0580522831526298	101	9	0.54226594378793	0.908819148026194
Clostridia_UCG.014	UrbanAgeC	UrbanAgeC	-0.107166906732925	0.174173362751303	101	25	0.54079208578735	0.908819148026194
Anaerofustis	UrbanAgeC	UrbanAgeC	0.0107544386669859	0.0171990537142511	101	2	0.533247454606875	0.908819148026194
Butyrivibrio	AgeC	AgeC	0.0185034588584408	0.0304574687417821	101	5	0.544926868831051	0.908819148026194
Lachnospiraceae_UCG.004	Location	Urban	-0.114336815827875	0.187674573100739	101	33	0.543808330706907	0.908819148026194
Flavonifractor	UrbanAgeC	UrbanAgeC	0.10403461766762	0.169653915725743	101	59	0.542266872698886	0.908819148026194
UCG.003	UrbanAgeC	UrbanAgeC	-0.055420762401487	0.0919144496424201	101	18	0.547942304729577	0.908819148026194
Ezakiella	UrbanAgeC	UrbanAgeC	0.0170154464753175	0.0282438052392366	101	5	0.548295849635637	0.908819148026194
Mitsuokella	Location	Urban	-0.125533719569317	0.204323717310236	101	16	0.540455545402529	0.908819148026194
Mitsuokella	AgeC	AgeC	-0.123743403348587	0.189271966733774	101	16	0.541264643981906	0.908819148026194
Anaeroglobus	AgeC	AgeC	-0.0105712300055455	0.0173662002098889	101	4	0.544130052009974	0.908819148026194
Faecalicoccus	UrbanAgeC	UrbanAgeC	-0.00366477942959855	0.00615607043823202	101	1	0.553036052068006	0.91250948760662
Anaerostignum	UrbanAgeC	UrbanAgeC	-0.0036647794362578	0.00615607046512169	101	1	0.553036053094921	0.91250948760662
Citrobacter	AgeC	AgeC	-0.0158146937651625	0.0267365967203995	101	4	0.555562081630351	0.914598801051326
Dialister	UrbanAgeC	UrbanAgeC	-0.145291426187959	0.245897403422487	101	78	0.557428322740897	0.915594937352695
Parabacteroides	AgeC	AgeC	0.02656230192352	0.0453763629114621	101	16	0.56066443919955	0.918831564015516
Lachnospiraceae_NK4A136_group	Location	Urban	0.123364968963196	0.213106822861235	101	25	0.564006623343905	0.920146090915655
Mogibacterium	Location	Urban	-0.105199973384085	0.18115607674354	101	13	0.56277961076808	0.920146090915655
Fenollaria	AgeC	AgeC	-0.033444558341722	0.057955875592247	101	24	0.566242646774116	0.920146090915655
Actinobacillus	Location	Urban	-0.0681582631443192	0.118509672683469	101	9	0.566536229530713	0.920146090915655
Cutibacterium	AgeC	AgeC	-0.0677153367780314	0.0443035879272455	101	5	0.567894772278113	0.920293760432834
Treponema	UrbanAgeC	UrbanAgeC	0.0277754612917968	0.0488506890571777	101	4	0.57095611446368	0.923194073720783
Alistipes	UrbanAgeC	UrbanAgeC	-0.0955320946383156	0.169057907268936	101	37	0.574263248003233	0.926478040111882
Anaerotruncus	Location	Urban	0.0790143455194633	0.140971803441498	101	16	0.57643250585956	0.92791574113978
Fusicatenibacter	Location	Urban	0.112547173970886	0.202415002592982	101	26	0.579488739880129	0.930771737064101
Lachnospiraceae_NK3A20_group	UrbanAgeC	UrbanAgeC	0.00415456104971948	0.00749025967501678	101	2	0.582566262990821	0.933649242674031
Turicibacter	Location	Urban	0.0987066498406116	0.18004012363131	101	19	0.584851349815475	0.935246872171883
Alistipes	Location	Urban	-0.163996023172981	0.302184112814683	101	37	0.588646416902335	0.939246810266144
Lachnospiraceae_UCG.004	AgeC	AgeC	0.210854740904291	0.116549168529549	101	33	0.592624631590002	0.94352079503145
UCG.005	Location	Urban	0.163767742725257	0.307646373049409	101	27	0.595718434870177	0.946371080340807
Devosia	UrbanAgeC	UrbanAgeC	0.00753375865750003	0.0141996383634013	101	2	0.597846421085158	0.947677951327129
UCG.010	Location	Urban	-0.124075837310132	0.236230898101301	101	14	0.600621000537714	0.950001843987757
Olsenella	UrbanAgeC	UrbanAgeC	-0.0413561329410895	0.0793826937516025	101	10	0.603573819076	0.950813196884305
Clostridia_UCG.014	Location	Urban	-0.164088938608072	0.315082654293507	101	25	0.603753283421026	0.950813196884305
X.Eubacterium._siraeum_group	UrbanAgeC	UrbanAgeC	-0.0470432699348336	0.0915279498261405	101	12	0.608436927361589	0.953218991899148
UBA1819	Location	Urban	-0.00548733782020713	0.0106993373447322	101	1	0.609219851571908	0.953218991899148
Megamonas	Location	Urban	-0.00548733782037621	0.0106993373447552	101	1	0.609219851561287	0.953218991899148
Dialister	Location	Urban	0.24863553440026	0.487930414523509	101	78	0.611526775698536	0.95477083689707
Murdochiella	AgeC	AgeC	-0.0199113412163009	0.0394203602497506	101	6	0.614632220180705	0.957560068350197
Lactobacillus	AgeC	AgeC	-0.109348128730367	0.216056022523179	101	27	0.618627172040134	0.959665228421234
Peptococcus	Location	Urban	-0.136752224780088	0.273642877444515	101	24	0.618433035898189	0.959665228421234
Oxalobacter	AgeC	AgeC	0.00754351151120633	0.0152539738196547	101	2	0.622051782662936	0.962920243525141
